fastq Crits-Christoph,GISAID accession,SHA512,Sample title Crits-Christoph,Collection date Crits-Christoph,fastq NGDC,Run accession NGDC,Sample name NGDC,Sample title NGDC,Collection date NGDC
E100000803_L01_36.fq.gz,EPI_ISL_13052298,c7639636a29b48ce772c16e569cff8418f2d2950f3f17e4eac5e5428ed2b23690fcb0b24b95231dc1f51e6cb1b0572ec396efebcbe17f4160843d15f9a8a7961,Q61,2020-01-12,CRR710762.fq.gz,CRR710762,Env_0576,Q61,2020-01-12
E100000803_L01_40.fq.gz,EPI_ISL_13052299,92dc8c231a17b719d863436e512906a2977b1a6acf98d7ce38016ac4a38d4ef019baf512056e6cb714875632d7924be446602b66a2483a8710e9b3ed36b86e0d,Q64,2020-01-12,CRR710763.fq.gz,CRR710763,Env_0579,Q64,2020-01-12
E100000804_L01_16.fq.gz,EPI_ISL_13052300,af33c98642ec9e564cc05bca288dc80729b6b3f8b6458efce6727db3429b8d9e58c3b8fc8443d0264e71e1a9854fab2c565b252d214f048182dd9b549a4c4c92,Q68,2020-01-12,CRR710764.fq.gz,CRR710764,Env_0583,Q68,2020-01-12
E100000804_L01_17.fq.gz,EPI_ISL_13052301,530d980b82b3b2e5130c7beb36b83ada13534a21c05bfb089e6ca3841bf8c3cbee230363c237dbb32597f0c8a30a302b69f2ddc4b12ecf513b1c3ab0b5d78503,Q69,2020-01-12,CRR710765.fq.gz,CRR710765,Env_0584,Q69,2020-01-12
E100000804_L01_20.fq.gz,EPI_ISL_13052302,69ef2d3345d3670f557ad9a32080cfe589ab3242bb4fbdd79ee703e5298a542af5cd9ed6e6746e30085e2a2347566713e1d5e9a408c3ea28e54b2d5ce86f036e,Q70,2020-01-12,CRR710766.fq.gz,CRR710766,Env_0585,Q70,2020-01-12
E100001221_L01_28_1.fq.gz,EPI_ISL_13052303,8d260dfffc0ccbf53fb4a988115fba248d4253d1ce45d2fac82b3fb348c5021e6e11cdca629e4e90cb018de8a29b8286c402f042a17c12697d9cca0b3694bf8d,1-29-8,2020-01-29,CRR710770_f1.fq.gz,CRR710770,Env_0686,1-29-8,2020-01-29
E100001221_L01_28_2.fq.gz,EPI_ISL_13052303,1a02746995e508d345630174e8fc41312d8b35af52c0bd912d651bd1a7951680c7c7c45808887d65e09284b6c795359008d75ae91638ca0b146ecb0a989d4373,1-29-8,2020-01-29,CRR710770_r2.fq.gz,CRR710770,Env_0686,1-29-8,2020-01-29
E100001233_L01_1.fq.gz,EPI_ISL_13052309,ea0b7f3415eebd53cc280a1a997bd3cf6fa6e09b72f81412f463bb439477e290df6207175222c6bef0be496c72f4d7045fc936e612d8d053a65495e3c1edce8e,W-8-25-D1,2020-02-15,CRR710786.fq.gz,CRR710786,Env_0806,W-8-25-D1,2020-02-15
E100001233_L01_10.fq.gz,EPI_ISL_13052315,5b6ceb0f545d9e564c3a64d3f95d655cdcde0b7237940f4e9e39ba2effc024d7f90ebdb44ba41c24964a7bf02905039e560ac3de24e2de79663911a06fcacdff,WWS-1#,2020-02-15,CRR710798.fq.gz,CRR710798,Env_0816,WWS-1#,2020-02-15
E100001233_L01_12.fq.gz,EPI_ISL_13052310,9bde9c06cb1f1b06ef052e6f764f0b10bf0892bb87f28e63a74863bdd22aaade5806189386d394500e08ff50368b2844fe19f642871d187b66673dc59027f0b3,W-8-25-D2,2020-02-15,CRR711156.fq.gz,CRR711156,Env_0807,W-8-25-D2,2020-02-15
E100001233_L01_15.fq.gz,EPI_ISL_13052311,6dab2c272774103593b15b829f27d55ee450d2b2b4025ef5136688300d9f22806c8c24c0f74830a64714922b7afa39218e66665986e8fe6e48344911363a9cfe,W-8-25-L,2020-02-15,CRR710790.fq.gz,CRR710790,Env_0808,W-8-25-L,2020-02-15
E100001233_L01_16.fq.gz,EPI_ISL_13052312,5a0d828873489325f12d6768d6abb123d663e39510a6f37db6d96922e106c41b75ff1eac4c2c4ede806425f63a51f1085c1c461f0b4dc43531e850be823d31e5,W-8-25-L2,2020-02-15,CRR711157.fq.gz,CRR711157,Env_0809,W-8-25-L2,2020-02-15
E100001233_L01_17.fq.gz,EPI_ISL_13052313,b76d9255319804543af4a57ee81e4cd332164e86238f34128e6999eda67a75ec5ca3076869b43addb4f4a3206b122ee1e24d426c54e4a97d51b640c655364ff9,EWS-2#-2,2020-02-15,CRR710794.fq.gz,CRR710794,Env_0813,EWS-2#-2,2020-02-15
E100001233_L01_20.fq.gz,EPI_ISL_13052314,5a6df33046df5189878ab3db4f555b1cdd03da13f2c1cfda4b034c1fe364c6936004a2859ea4c10fd78c3fbaa5c6b53b9323446a050814957fce73b93c8c002c,EWS-3#-2,2020-02-15,CRR711158.fq.gz,CRR711158,Env_0815,EWS-3#-2,2020-02-15
E100001233_L01_26.fq.gz,EPI_ISL_13052318,191b20fc94e4066c778f2d19f91bb6e0dc0681a58277d357538acfdc7274b7f54aae06b47f3d0393c71a77c38d6211755e7070e2fa09acfc872b43dd23791368,WWS-2#-3,2020-02-15,CRR710804.fq.gz,CRR710804,Env_0821,WWS-2#-3,2020-02-15
E100001233_L01_30.fq.gz,EPI_ISL_13052320,2792da346909015ac263456fdf8b470b3b9448057d2d79a7a266568b0d9bff1fc15723977933bb744b56973d4696ad00053ba54f8164d5f5b32f1c9ba6b9d845,w-zong-1,2020-02-15,CRR710808.fq.gz,CRR710808,Env_0829,w-zong-1,2020-02-15
E100001233_L01_31.fq.gz,EPI_ISL_13052316,f229fa5d4f22e22681b37a01b818e8c97c31bc98a631ba7aeb495e3b4dab50426ab6ecea492c930f29e93530d2be5587a30412c4d947472b4dc1cc04c74897c4,WWS-1#-2,2020-02-15,CRR711159.fq.gz,CRR711159,Env_0817,WWS-1#-2,2020-02-15
E100001233_L01_32.fq.gz,EPI_ISL_13052321,0da4de2ca30e72bdf8fc1e55a3d74de529a522f63351ace2039f69ed6c85b71c5fb474707e733172ba585f9877cbc5671827226d9eab7f43b7420cdf643bfe5d,wws-1#-0,2020-02-15,CRR711161.fq.gz,CRR711161,Env_0830,wws-1#-0,2020-02-15
E100001233_L01_33.fq.gz,EPI_ISL_13052317,8b90d1703b854000eeac7d5f66f456964cbeb106891e4615c4d5844853f0365be790195e8cec45e0eaed1b3b597edd93196f84ad02211ab8ff264cabd53ae65f,WWS-1#-3,2020-02-15,CRR710803.fq.gz,CRR710803,Env_0818,WWS-1#-3,2020-02-15
E100001233_L01_36.fq.gz,EPI_ISL_13052319,845d886fbc83b691597f602fbf198dd24aa51a28cbff1c24578c7ef80bc1148b42ab4966443cf360deb9676072c23d1f3bd695b3941fe3c33cd1146259d4964f,w-6-29-33,2020-02-15,CRR711160.fq.gz,CRR711160,Env_0828,w-6-29-33,2020-02-15
E100001318_L01_10_1.fq.gz,EPI_ISL_13052308,7db7af6b82d1b9d85efc97e46f9de6318dd78beb7d066beb421396eb3b7f1706aaae524e5029285b4c0eca747abaad9f940df431b98526e6cecb786778143f67,CSSQ-1-3,2020-02-09,CRR710782_f1.fq.gz,CRR710782,Env_0790,CSSQ-1-3,2020-02-09
E100001318_L01_10_2.fq.gz,EPI_ISL_13052308,739d8f20b26fc2794ea70addbc1b5aed3c47a8b4911bb8d40624c3c4b8708bd21d19030f17f4f3ff2ffd046af360145f031e1989fc787684f99d209992a52721,CSSQ-1-3,2020-02-09,CRR710782_r2.fq.gz,CRR710782,Env_0790,CSSQ-1-3,2020-02-09
E100001335_L01_43_1.fq.gz,EPI_ISL_13052304,278206dbb8b6e047e6a58876da7e29db128e8ed9c3bed0efa41a7124aa5630fdaf3564d2b59548d76cf9fe9ebd61fa07f6e36de2884c5f71abef9abfb2872256,8-25-M1,2020-02-03,CRR710772_f1.fq.gz,CRR710772,Env_0719,8-25-M1,2020-02-03
E100001335_L01_43_2.fq.gz,EPI_ISL_13052304,f985c7e998b9b7d11ad3c407f17e9e89fa0dc96fae60031703f3db2fc421b2e6af116c50a4e07d0e02d1c12893ba2eb91f1ddedde82514b89e08b13e8cb47afb,8-25-M1,2020-02-03,CRR710772_r2.fq.gz,CRR710772,Env_0719,8-25-M1,2020-02-03
E100001425_L01_2_1.fq.gz,EPI_ISL_13052305,60c920cf3190c506b089ddc25535894ca09b1eeec847260c2250fd21456bc9f9446104a4941de30943cf681e221c1b0980ddb2a7de82fbbdbfc7fd978745b912,WS-1-1,2020-02-05,CRR710775_f1.fq.gz,CRR710775,Env_0742,WS-1-1,2020-02-05
E100001425_L01_2_2.fq.gz,EPI_ISL_13052305,b7b030ace2f672ab0bf8f07cdcd713ed4d63eec96f3decdbd641f74b9b7d2769070f9867795f2cdb1d8955ed8851db064c313cf2a4733e2923262b80bf12ecf5,WS-1-1,2020-02-05,CRR710775_r2.fq.gz,CRR710775,Env_0742,WS-1-1,2020-02-05
E100001425_L01_4_1.fq.gz,EPI_ISL_13052306,3147fd91ed9920ff62d241a87b31d79f43b69ce82365de2630974929850eaf496f641ff34a9445edacf717e5476d668b4258f39ca08199766be9612de8399582,WS-2-1,2020-02-05,CRR710778_f1.fq.gz,CRR710778,Env_0746,WS-2-1,2020-02-05
E100001425_L01_4_2.fq.gz,EPI_ISL_13052306,653196fe08af8cdbffe5d28e8d26c344dedc995327de2763d82810ab82e55dc2aba78f3a257d9037dadc9879c82f3c4b8ff8156f21eca2e94c9ddab2ccc6322d,WS-2-1,2020-02-05,CRR710778_r2.fq.gz,CRR710778,Env_0746,WS-2-1,2020-02-05
E100001425_L01_5_1.fq.gz,EPI_ISL_13052307,ac6e7617e2aee9c29180db52eebaf142a4a50365ed30be3640cc38dad6d2d6f403cb9e97616727ad052fa6ddf62f8ed1b3fe26aac704bde4572602ef026737c1,WS-2-3,2020-02-05,CRR710781_f1.fq.gz,CRR710781,Env_0748,WS-2-3,2020-02-05
E100001425_L01_5_2.fq.gz,EPI_ISL_13052307,4d4330ca828af02b3f3d82919d1fc308a6814e842f95a2fe4281c44a6008ac7410b708a3da41e077f752bc1bfdf0f76e83b75098e2a47b14f9567762974b7d83,WS-2-3,2020-02-05,CRR710781_r2.fq.gz,CRR710781,Env_0748,WS-2-3,2020-02-05
V300046953_L01_10_1.fq.gz,EPI_ISL_13052344,72726fe12deb41b48afd0778695fcbc6cbc6897a63a60b5facc423d21eff97bbf4943f0a65d755dc8ab49e90255fa50e07c0baa92fa30b786dd85f797d43ed96,F46,2020-01-01,CRR710900_f1.fq.gz,CRR710900,Env_0346,F46,2020-01-01
V300046953_L01_10_2.fq.gz,EPI_ISL_13052344,11c6be5adcc1ab9814f648b96cce31297414b4703b111d8f0f02ca46a5caa85c1ebe52687c5ec98412752f2dacd051481a369e036e4262703d2b3a978b26ce3b,F46,2020-01-01,CRR710900_r2.fq.gz,CRR710900,Env_0346,F46,2020-01-01
V300046953_L01_11_1.fq.gz,EPI_ISL_13052332,ab966136708ee181e096b933e2d8738cd8c3b408eed097fd9896e5f4cc6a63d1308e770455072a86651e7bb4c752ae868213f17fcf3aa7a2dbf6a0c82011cf56,A87,2020-01-01,CRR710852_f1.fq.gz,CRR710852,Env_0087,A87,2020-01-01
V300046953_L01_11_2.fq.gz,EPI_ISL_13052332,c53d6bc2cd89c6c03d79836985e28eebb86c4ce1cb566055115a7a7ccf4d979784fe0646294d73a506bacc7fe3614136e37a57b499ca16ca343c3b63d313b399,A87,2020-01-01,CRR710852_r2.fq.gz,CRR710852,Env_0087,A87,2020-01-01
V300046953_L01_12_1.fq.gz,EPI_ISL_13052333,bc20cb915084c36402688e02c443aaeeece063c3a6b47e85bc6d45f10c60a5f4fe20bd04b4e0052e49316873f837f11425739f024982cf5ec55bf9e1b7171657,A88,2020-01-01,CRR710856_f1.fq.gz,CRR710856,Env_0088,A88,2020-01-01
V300046953_L01_12_2.fq.gz,EPI_ISL_13052333,92a16a02d58cb65b47e1c2d8c4ca3e34202b737af9296552755a5b3e1c90c83eaa56f3b71f0795d5011987fed1c9b4c3669e2728dfafa32650eb4dbb9ea63b5a,A88,2020-01-01,CRR710856_r2.fq.gz,CRR710856,Env_0088,A88,2020-01-01
V300046953_L01_1_1.fq.gz,EPI_ISL_13052339,1101bdd89d0599d677450f22868379250b31a0df9c2bc02cffbe97c7f79a9d86d4b43c40cd8277bbc11f2a42bd85c99fa5c5676367ee93093285ce89400e441d,E48,2020-01-01,CRR710880_f1.fq.gz,CRR710880,Env_0262,E48,2020-01-01
V300046953_L01_1_2.fq.gz,EPI_ISL_13052339,44754de82d874f2386b955f7141b68fbebe9c8fa9c6678c9db3a9ea74b0795b31580af497610cfc28c3b3c902748af8f42d37ba11b04a92e34d82ae4ed45b7ed,E48,2020-01-01,CRR710880_r2.fq.gz,CRR710880,Env_0262,E48,2020-01-01
V300046953_L01_30_1.fq.gz,EPI_ISL_13052342,bc347c109f20ba4b84d0994e657577a0f37a407d24ef3ed9f532a7b2ade902fa130c4e922876dd2b5a4e2b69d700f7bc055edc74d2046e1db8e12e53502b6de9,F100,2020-01-01,CRR710892_f1.fq.gz,CRR710892,Env_0400,F100,2020-01-01
V300046953_L01_30_2.fq.gz,EPI_ISL_13052342,629b6e250ce59edd0de0a953594f288ca7c92e6484e13f9a0942a125bb82d1dcc57017dcbb4b1b4a181ac3e58ee9a1868ef452c7bd42c47211020f6f16878fc8,F100,2020-01-01,CRR710892_r2.fq.gz,CRR710892,Env_0400,F100,2020-01-01
V300046953_L01_32_1.fq.gz,EPI_ISL_13052337,94da931ff118e478586eb50538624c0f7f70617e9af9bbb0320c71006249941e5295a560bc1b2ce1d3ac11a0d96c3bf42b0becb8ba7e9c647b0b67df0fc79a63,B5,2020-01-01,CRR710872_f1.fq.gz,CRR710872,Env_0126,B5,2020-01-01
V300046953_L01_32_2.fq.gz,EPI_ISL_13052337,24961aac79c98d20aa45b17d5d19da102810632464bd3c4f4f1f4d8053caa341453741dbef58019f71d1b506bf7fd2a386c47ab60cad36e814f1ef23ccd25b65,B5,2020-01-01,CRR710872_r2.fq.gz,CRR710872,Env_0126,B5,2020-01-01
V300046953_L01_33_1.fq.gz,EPI_ISL_13052340,cef115e45193d2f754379f4ddf7898d34dd97fd5721f942fc0335a54fac3a9299e25c2721dd9e1a16b950eef173786cd00811cb7c2fb3d7f0ebf730b97416488,E61,2020-01-01,CRR710884_f1.fq.gz,CRR710884,Env_0275,E61,2020-01-01
V300046953_L01_33_2.fq.gz,EPI_ISL_13052340,a0fd08f72c3bf54b75cc9ac22ca4a30cb083f3ae0c3f7534b2609ff41c017d52b0d4f2402b3deae9a210500bd940ca7f4c2dbcb0497f726eb55a4c4ba5ba59f8,E61,2020-01-01,CRR710884_r2.fq.gz,CRR710884,Env_0275,E61,2020-01-01
V300046953_L01_4_1.fq.gz,EPI_ISL_13052334,e3fc03db8dc928592896941c30e001cc2e60ab8adab2a3bf7f8321c115918e255b699d0b180426758c62f2ce871fb896117d51c5184beb8a2d6ebc9437c2f9f4,A90,2020-01-01,CRR710860_f1.fq.gz,CRR710860,Env_0090,A90,2020-01-01
V300046953_L01_4_2.fq.gz,EPI_ISL_13052334,8e2e918c5e0c1c0180cda398bc6d34a58a5a0701d836764c0f37af4cd99dcc4e99313dd161e72b12a302e888af9abbcb1e9333518c085181c580ad1b187350fb,A90,2020-01-01,CRR710860_r2.fq.gz,CRR710860,Env_0090,A90,2020-01-01
V300046953_L01_5_1.fq.gz,EPI_ISL_13052322,f70fe1b88eaa1959f29f23a9daf597de8cb2e797873d42ead176e83612a3f2ba2af33deafe2a171ad832530400e2b01c14639831a372bff671e8fdb1672d7056,A101,2020-01-01,CRR710812_f1.fq.gz,CRR710812,Env_0101,A101,2020-01-01
V300046953_L01_5_2.fq.gz,EPI_ISL_13052322,009559b06ac7eab8653876ddf6155c90b520b77b3c52883213ff63618a0f0e87d589feed8e3bf1a767e088aee32c127e8ec339a966ea050b64f1c759d14aa2c3,A101,2020-01-01,CRR710812_r2.fq.gz,CRR710812,Env_0101,A101,2020-01-01
V300046953_L01_6_1.fq.gz,EPI_ISL_13052335,338074e9e1b72f22c7125e8ad951d830a875776ffa2d77b597000b50bee1edd5d7390531f543abe4b0b4e55ea267eaba701f333c17363343b847769c2004e937,A96,2020-01-01,CRR710864_f1.fq.gz,CRR710864,Env_0096,A96,2020-01-01
V300046953_L01_6_2.fq.gz,EPI_ISL_13052335,a4110cc1cc09f034e6cdea4cc1002f8cd201ed479868b0b2b32854d0b240a3a5ed40d9b0194d8ec1fc9b05d4e5a1257747a34c8be8a20481bb71c96bf94b698a,A96,2020-01-01,CRR710864_r2.fq.gz,CRR710864,Env_0096,A96,2020-01-01
V300046953_L01_7_2.fq.gz,EPI_ISL_13052323,3db605d68273595db97249ec59e4623c1ce03bcfc12b29bda1b8b8daea2e78d23f87efb51f975384e8c9037178dd37f981dae3b73be67d68918fa2687e6c4669,A14,2020-01-01,CRR710816_r2.fq.gz,CRR710816,Env_0014,A14,2020-01-01
V300046953_L01_8_1.fq.gz,EPI_ISL_13052324,e7a4542f8082c8eb5d0c7f684b48a821f100be061e783a740e630b84d6a7b0118fabdb286558706d825655ae77c8790ed589de030d55e32503186ef5b5c9772a,A15,2020-01-01,CRR710820_f1.fq.gz,CRR710820,Env_0015,A15,2020-01-01
V300046953_L01_8_2.fq.gz,EPI_ISL_13052324,c0629e356f5b8983fa6de651228a974ee3e88825b6803815404fdbdc886f30baef8f7a7dafcf9b9997eb13dff53d6b9b3c654ddea71f496d2530b5ce102d9c59,A15,2020-01-01,CRR710820_r2.fq.gz,CRR710820,Env_0015,A15,2020-01-01
V300046953_L02_10_1.fq.gz,EPI_ISL_13052344,63d6b3102cdcaab63ab74305667b08873974f9a11ff17ed00b70ab68502afa23bf962a49bd0fbbc89f17dc7638fe177c013b6dddf784fc74e04559c803811c5b,F46,2020-01-01,CRR710901_f1.fq.gz,CRR710901,Env_0346,F46,2020-01-01
V300046953_L02_10_2.fq.gz,EPI_ISL_13052344,bebb909cb1d33964b313c8e4a1f1760ee5839cb31a1faf9a78362c457c4fd198ebbf3c42c28bf351289e14d5bf72d099cd2b19d2d17fbef0408dee5aaeca1db7,F46,2020-01-01,CRR710901_r2.fq.gz,CRR710901,Env_0346,F46,2020-01-01
V300046953_L02_11_1.fq.gz,EPI_ISL_13052332,438c16be33543951b004ba37955a1f9da55ade427d1d89cc18051a9c0fce9c688aeb02df5211d3b36e9e8291329ab5cf1a1ebf440712d7143374801656c4d72c,A87,2020-01-01,CRR710853_f1.fq.gz,CRR710853,Env_0087,A87,2020-01-01
V300046953_L02_11_2.fq.gz,EPI_ISL_13052332,f509a96bec08cddfe97205eeecf081aa9c947df729562d1dc9c630021a76bd701ec1487bdfe406e61397e77dc2902d14f650f5b40d9be0481d9efe5a275f1b6f,A87,2020-01-01,CRR710853_r2.fq.gz,CRR710853,Env_0087,A87,2020-01-01
V300046953_L02_12_1.fq.gz,EPI_ISL_13052333,d7eb2555ed7d0045a0a5080ba271630f6bf6465573d7af9ee5ed8bfa20b739e41a7af1c0d8c2441daf9fa61519eb3678782a9ce3cc08c41d78cb53c2140941a5,A88,2020-01-01,CRR710857_f1.fq.gz,CRR710857,Env_0088,A88,2020-01-01
V300046953_L02_12_2.fq.gz,EPI_ISL_13052333,2bbf48e1358b2c29208fad32fdb6371c9d5db667a6a2921ee9042ff8ccca2871eeab788130c8d59328ea0e3b05fb68ac69ac93935122d0ee68ff789fff8d11e3,A88,2020-01-01,CRR710857_r2.fq.gz,CRR710857,Env_0088,A88,2020-01-01
V300046953_L02_1_1.fq.gz,EPI_ISL_13052339,f98937c43d4ab569c796968489afebfe4e04cfe28c96ed6f41fef5dd86ad8166bd60efe2240be755f3db786d8b36295258654e71fa7be5e2f97ba82d0f623f0a,E48,2020-01-01,CRR710881_f1.fq.gz,CRR710881,Env_0262,E48,2020-01-01
V300046953_L02_1_2.fq.gz,EPI_ISL_13052339,a1d271229ce0ae9e4827335133c0637d778b661cc2f042a45edb742875767b05ef0397b68497649a50b471ba5b5ae9217458ac86ee1f3e76aa6d50238122e419,E48,2020-01-01,CRR710881_r2.fq.gz,CRR710881,Env_0262,E48,2020-01-01
V300046953_L02_30_1.fq.gz,EPI_ISL_13052342,4a2ace4a055815dfe480b6384b762c767d5af5a944e433e4fba9d5d1d0624e93b17aeee57d6042262546f042394c089484b1943f7fc400d41b12e085e9f8f6bc,F100,2020-01-01,CRR710893_f1.fq.gz,CRR710893,Env_0400,F100,2020-01-01
V300046953_L02_30_2.fq.gz,EPI_ISL_13052342,9f89d1c78d6ce12bf74a22bbbe0370e9276ae9360048a6c1a74e0e9d006eb8108adb178e8cf8c3853558c7f62a026c99260a82c726a7ccef1891df6b243e2cde,F100,2020-01-01,CRR710893_r2.fq.gz,CRR710893,Env_0400,F100,2020-01-01
V300046953_L02_32_1.fq.gz,EPI_ISL_13052337,5b558dd95bffa439bd8799aa372991b63502855976b92aa3c23a35321e548af4fc9af900d7d0d95a9580f130fd75f11694c2aebfe71a2f9163dffdb8cec25399,B5,2020-01-01,CRR710873_f1.fq.gz,CRR710873,Env_0126,B5,2020-01-01
V300046953_L02_32_2.fq.gz,EPI_ISL_13052337,1f62da55ec8ae73af68ec06c878cf3ae2e355194734458a02af3724de47c5a526a5eae502698c676d8ff6691723972e24c2c0cd3366636a49339be9585d9cd49,B5,2020-01-01,CRR710873_r2.fq.gz,CRR710873,Env_0126,B5,2020-01-01
V300046953_L02_33_1.fq.gz,EPI_ISL_13052340,2e1b62ba6cae13709f5de7b2f799334b6eff2e5575c7aba191977dda917615d855cf1f0aca97d52d23c9f8c5defe29b79c09c3d6beb9647ade6a752928c6fc0c,E61,2020-01-01,CRR710885_f1.fq.gz,CRR710885,Env_0275,E61,2020-01-01
V300046953_L02_33_2.fq.gz,EPI_ISL_13052340,83a94fdb44544878f0ae9f47a67be93bfbc7f6ec11f7c0e1a87f13918944c14d4d35f4e440c8fb9b05c39ab53b3f4e44548ecba21b9625164e3ae5815c692662,E61,2020-01-01,CRR710885_r2.fq.gz,CRR710885,Env_0275,E61,2020-01-01
V300046953_L02_4_1.fq.gz,EPI_ISL_13052334,7072599453b886da9c7bee06277830824c850844e75b881d89229d2d89f5ef1391f2de0d406957671a28656bd30e0f57b932e78e18b4dcf018916d6e16393e6e,A90,2020-01-01,CRR710861_f1.fq.gz,CRR710861,Env_0090,A90,2020-01-01
V300046953_L02_4_2.fq.gz,EPI_ISL_13052334,d3cef903feddaf1fa39ff0ca1801fe1ecffda4db8b45a03be00ffd7e6a7d95e60e301eca8a3d8f64779ed271c1f74025219266c53ce64ba669788485b81931c4,A90,2020-01-01,CRR710861_r2.fq.gz,CRR710861,Env_0090,A90,2020-01-01
V300046953_L02_5_1.fq.gz,EPI_ISL_13052322,875112530c1c5a6b70086ea112a4a4e2d001f4c1aea56b13a4ff8f77067491c097ed9926831ffe784d5619d6087f00b644581e223b8f4fe226c24ee4765b05ca,A101,2020-01-01,CRR710813_f1.fq.gz,CRR710813,Env_0101,A101,2020-01-01
V300046953_L02_5_2.fq.gz,EPI_ISL_13052322,66d956e0eb92e67c4bbde8269298dfa3672190cd288f504cda65c13619204c21334befa857ea531c9c3833a2e2eae21dff4621e5222c6e0ae161bb11c3f5c0ce,A101,2020-01-01,CRR710813_r2.fq.gz,CRR710813,Env_0101,A101,2020-01-01
V300046953_L02_6_1.fq.gz,EPI_ISL_13052335,570c10a158d1ee8686b43226a583cbb10a75ac73d45f48a04f02c9bc56cc955add4c9a08940c39d56985cf26022b627cd37a676536978cd79c4a6f73d47b3ab6,A96,2020-01-01,CRR710865_f1.fq.gz,CRR710865,Env_0096,A96,2020-01-01
V300046953_L02_6_2.fq.gz,EPI_ISL_13052335,c89cd1c213a241984408221575e41f1683719ab37f1baac5a7a1d44d1a3adeb7c7bd1d82822edfe07e0c1e28344d45e5d07418f1650015cecb59deccb037265b,A96,2020-01-01,CRR710865_r2.fq.gz,CRR710865,Env_0096,A96,2020-01-01
V300046953_L02_7_1.fq.gz,EPI_ISL_13052323,47149f78293b1d8e3df180932608209edd3807b2a3fa89e80b5bdb4f99c0f708169292ab13f31f40c06588428b7e31b7258cb2782bebeb10c091e77aef9a194f,A14,2020-01-01,CRR710817_f1.fq.gz,CRR710817,Env_0014,A14,2020-01-01
